URL,Headline,Publish Date,Publication Reach,Article Reach,Publication Name,Publication Location,Language,Brand,Content Type,Story Type,Authors
https://www.c21media.net/news/steven-bartlett-seeking-to-build-disney-of-the-creator-economy-after-multi-million-investment/,Steven Bartlett seeking to build ‘Disney of the creator economy’ after multi-million investment,29 Oct 2025,97142,204,c21media.net,United Kingdom,English,"Lovable,Antler","General News, General News","Industry Story,Industry Story",NA
https://www.albawaba.com/ar/business/pr/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-cryptoknights-%D9%8A%D8%B9%D8%B1%D8%B6-%D8%B9%D9%84%D9%89-%D8%B4%D8%A7%D8%B4%D8%A7%D8%AA-osn-1615546,برنامج CryptoKnights يعرض على شاشات +OSN وOSNtv ليكون أول برنامج واقع عن عالم Web3 في الشرق الأوسط,29 Oct 2025,139038,1204,albawaba.com,United States,Arabic,Antler,General News,Passing Mention,NA
https://www.commercialrealestate.com.au/news/this-is-how-construction-sites-could-become-less-noisy-1448832/,This is how construction sites could become less noisy,28 Oct 2025,1386968,85495,commercialrealestate.com.au,Australia,English,Antler,General News,Passing Mention,NA
https://www.vanguardngr.com/2025/10/ai-ll-play-defining-role-in-africas-next-chapter-of-digital-economy-nsofor/,AI ‘ll play defining role in Africa's next chapter of digital economy – Nsofor,28 Oct 2025,11312711,180381,vanguardngr.com,Nigeria,English,Antler,General News,Passing Mention,NA
https://www.finsmes.com/2025/10/sweatpals-raises-12m-in-seed-funding.html,Sweatpals Raises $12M in Seed Funding,28 Oct 2025,277107,622,finsmes.com,United Kingdom,English,Antler,General News,Passing Mention,NA
https://entrepreneuralarabiya.com/2025/10/28/72012/cryptoknights-%d9%8a%d8%b9%d8%b1%d8%b6-%d8%b9%d9%84%d9%89-%d8%b4%d8%a7%d8%b4%d8%a7%d8%aa-osn-%d9%88osntv-%d9%84%d9%8a%d9%83%d9%88%d9%86-%d8%a3%d9%88%d9%84-%d8%a8%d8%b1%d9%86%d8%a7%d9%85%d8%ac-%d9%88/,CryptoKnights يعرض على شاشات +OSN وOSNtv ليكون أول برنامج واقع عن عالم Web3 في الشرق الأوسط,28 Oct 2025,13932,19,entrepreneuralarabiya.com,Saudi Arabia,Arabic,Antler,General News,Passing Mention,Hassan Abdul Rahman
https://dnyuz.com/2025/10/28/this-startup-is-betting-on-fitness-events-to-help-people-find-friends-in-the-ai-era-and-it-just-raised-12-million/,This startup is betting on fitness events to help people find friends in the AI era — and it just raised $12 million,28 Oct 2025,393124,4395,dnyuz.com,United States,English,Antler,General News,Passing Mention,NA
https://www.businessinsider.com/sweatpals-raised-12-million-to-make-fitness-more-social-2025-10,This startup is betting on fitness events to help people find friends in the AI era — and it just raised $12 million,28 Oct 2025,39408268,516425,businessinsider.com,United States,English,Antler,General News,Passing Mention,NA
https://podnews.net/press-release/steven-dot-com-valuation,Steven Bartlett's company steven.com hits $425mn valuation after investment round,28 Oct 2025,259330,1716,podnews.net,United States,English,"Lovable,Antler","General News, General News","Industry Story,Industry Story",NA
https://businessday.ng/news/article/kora-set-to-lead-conversations-on-ais-future-in-africa/,Kora set to lead conversations on AI’s future in Africa,28 Oct 2025,2470986,4754,businessday.ng,Nigeria,English,Antler,General News,Passing Mention,NA
https://wired24.co.za/2025/10/27/glid-is-pioneering-an-autonomous-freight-conversion-from-road-to-rail-catch-it-at-techcrunch-disrupt-2025/,Glīd is Pioneering an Autonomous Freight Conversion from Road to Rail—Catch it at TechCrunch Disrupt 2025!,27 Oct 2025,NA,NA,wired24.co.za,South Africa,English,Antler,General News,Passing Mention,NA
https://www.it-boltwise.de/glid-revolutioniert-den-frachttransport-von-strasse-zu-schiene.html,Glīd revolutioniert den Frachttransport von Straße zu Schiene,27 Oct 2025,48616,638,it-boltwise.de,Germany,German,Antler,General News,Passing Mention,NA
https://boainformacao.com.br/2025/10/glid-esta-construindo-um-atalho-autonomo-para-transportar-cargas-da-rodovia-para-a-ferrovia-veja-o-no-techcrunch-disrupt-2025/,Glīd está construindo um atalho autônomo para transportar cargas da rodovia para a ferrovia – veja-o no TechCrunch Disrupt 2025,27 Oct 2025,159718,415,boainformacao.com.br,Brazil,Portuguese,Antler,General News,Passing Mention,NA
https://attaqa.net/2025/10/27/%d9%85%d8%b4%d8%b1%d9%88%d8%b9%d8%a7%d8%aa-%d8%a7%d9%84%d9%85%d8%b9%d8%a7%d8%af%d9%86-%d8%a7%d9%84%d8%a3%d8%b1%d8%b6%d9%8a%d8%a9-%d8%a7%d9%84%d9%86%d8%a7%d8%af%d8%b1%d8%a9-%d9%81%d9%8a-%d8%a3%d9%81/,مشروعات المعادن الأرضية النادرة في أفريقيا.. طفرة متوقعة بقيادة 4 دول,27 Oct 2025,550006,4057,attaqa.net,Egypt,Arabic,Antler,General News,Passing Mention,NA
https://www.prolificnorth.co.uk/news/the-disney-of-the-creator-economy-steven-bartlett-brand-nears-half-billion-valuation/,“The Disney of the creator economy” – Steven Bartlett brand nears half-billion valuation,27 Oct 2025,79201,104,prolificnorth.co.uk,United Kingdom,English,"Lovable,Antler","General News, General News","Industry Story,Industry Story",Chris Newbould
https://www.demilked.com/moments-before-disaster/,“Moments Before Disaster”: 35 Photos That May Leave You Reflexively Cringe-ing,27 Oct 2025,431490,8454,demilked.com,United States,English,Antler,General News,Passing Mention,NA
https://www.wtok.com/2025/10/27/local-doctor-track-run-marathon-all-50-states/,"Local doctor on track to run a marathon in all 50 states Published : Oct. 27, 2025 at 3:37 AM GMT+1 | Updated : 10 hours ago",27 Oct 2025,296960,4536,wtok.com,United States,English,Antler,General News,Passing Mention,NA
https://www.it-boltwise.de/europaeische-ki-startups-investoren-warnen-vor-moeglichem-marktabschwung.html,Europäische KI-Startups: Investoren warnen vor möglichem Marktabschwung,27 Oct 2025,48616,638,it-boltwise.de,Germany,German,Antler,General News,Industry Story,NA
https://www.wlbt.com/2025/10/27/local-doctor-track-run-marathon-all-50-states/,Local doctor on track to run a marathon in all 50 states,27 Oct 2025,1738510,9021,wlbt.com,United States,English,Antler,General News,Passing Mention,NA
https://sifted.eu/articles/ai-bubble-raise/,VCs urge founders to fundraise before AI bubble bursts,27 Oct 2025,597224,1095,sifted.eu,United States,English,Antler,General News,Industry Story,Kai Nicol-Schwarz
https://www.newshubasia.com/mgbfevent/world-ai-show-malaysia-2025-kicks-off-tomorrow-a-global-convergence-of-ai-leaders-and-investors/,World AI Show Malaysia 2025 kicks off tomorrow – A global convergence of AI leaders and investors,27 Oct 2025,23603,8,newshubasia.com,Singapore,English,Antler,General News,Passing Mention,NA
https://www.asiaresearchnews.com/content/world-ai-show-malaysia-2025-kicks-tomorrow-global-convergence-ai-leaders-and-investors,World AI Show Malaysia 2025 Kicks Off Tomorrow - A Global Convergence of AI Leaders and Investors,27 Oct 2025,28114,74,asiaresearchnews.com,Philippines,English,Antler,General News,Passing Mention,NA
https://worldofsoftware.org/shenzhens-top-ai-hardware-investment-event-this-november-apply-now-for-fafp-at-xin-summit-2025-%c2%b7-technode/,Shenzhen's Top AI + Hardware Investment Event This November — Apply Now for FAFP at XIN Summit 2025! · TechNode,27 Oct 2025,599,20,worldofsoftware.org,United States,English,Antler,General News,Passing Mention,NA
https://technode.com/2025/10/27/shenzhens-top-ai-hardware-investment-event-this-november-apply-now-for-fafp-at-xin-summit-2025/,Shenzhen's Top AI + Hardware Investment Event This November — Apply Now for FAFP at XIN Summit 2025!,27 Oct 2025,199426,309,technode.com,United States,English,Antler,General News,Passing Mention,NA
