URL,Headline,Publish Date,Publication Reach,Article Reach,Publication Name,Publication Location,Language,Brand,Content Type,Story Prominence,Authors
https://pr.cbslakecharles.tv/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.cbslakecharles.tv,United States,English,Antler,General News,Passing Mention,NA
https://pr.norwoodtownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.norwoodtownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://portal.sina.com.hk/finance/finance-globenewswire/globenewswire/2026/01/06/1430139/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-layer-for-ai/,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,75431,1325,portal.sina.com.hk,China,Chinese,Antler,General News,Passing Mention,NA
https://pr.southjordanjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.southjordanjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.holladayjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.holladayjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.franklintownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.franklintownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.pioneerpublishers.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1 Notifications,06 Jan 2026,595,1,pr.pioneerpublishers.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.sandyjournal.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI GlobeNewswire | i10x.ai Today at 8:39pm GMT+1,06 Jan 2026,NA,NA,pr.sandyjournal.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.boreal.org/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.boreal.org,United States,English,Antler,General News,Passing Mention,NA
https://pr.hollistontownnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.hollistontownnews.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.demopolistimes.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.demopolistimes.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.andalusiastarnews.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,smb.andalusiastarnews.com,United States,English,Antler,General News,Passing Mention,NA
https://smb.elizabethton.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,776,2,smb.elizabethton.com,United States,English,Antler,General News,Passing Mention,NA
https://pr.stylemg.com/article/i10X-Announces-dollar1-Million-Pre-Seed-Round-to-Build-the-Discovery-andamp-Distribution-Layer-for-AI?storyId=695d65e9eb1c137304e2219e,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,pr.stylemg.com,United States,English,Antler,General News,Passing Mention,NA
https://markets.businessinsider.com/news/stocks/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-layer-for-ai-1035688135,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,2085523,24828,markets.businessinsider.com,United States,English,Antler,Stock News,Passing Mention,NA
https://www.benzinga.com/pressreleases/26/01/g49736514/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-layer-for-ai,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,5296882,160954,benzinga.com,United States,English,Antler,General News,Passing Mention,NA
https://apnews.com/press-release/globenewswire-mobile/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-layer-for-ai-a815676e79e4b4563d8d430c2c9cb955,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,95748864,515703,apnews.com,United States,English,Antler,General News,Passing Mention,NA
https://uk.finance.yahoo.com/news/i10x-announces-1-million-pre-193900592.html,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,NA,NA,uk.finance.yahoo.com,United Kingdom,English,Antler,General News,Passing Mention,NA
https://mx.advfn.com/bolsa-de-valores/noticias/97563820/i10x-announces-1-million-pre-seed-round-to-build-the-discovery-distribution-l,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,17373,82,mx.advfn.com,Mexico,English,Antler,General News,Passing Mention,NA
https://www.tmcnet.com/usubmit/2026/01/06/10312287.htm,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,37912,4905,tmcnet.com,United States,English,Antler,General News,Passing Mention,NA
https://www.globenewswire.com/news-release/2026/01/06/3214078/0/en/i10X-Announces-1-Million-Pre-Seed-Round-to-Build-the-Discovery-Distribution-Layer-for-AI.html,i10X Announces $1 Million Pre-Seed Round to Build the Discovery & Distribution Layer for AI,06 Jan 2026,838930,11227,globenewswire.com,United States,English,Antler,General News,Passing Mention,NA
https://news.fintech.io/post/102lzmu/venture-firm-antler-made-over-400-investments-last-yearand-just-reloaded-with-1,Venture firm Antler made over 400 investments last year—and just reloaded with $160m,06 Jan 2026,NA,NA,news.fintech.io,United States,English,Antler,General News,Feature Story,NA
https://wdctv.news/crystal-ball-how-ipos-and-dealmaking-will-shake-out-in-2026/,Crystal Ball: How IPOs and dealmaking will shake out in 2026,06 Jan 2026,NA,NA,wdctv.news,United States,English,Antler,Stock News,Passing Mention,NA
https://hallaback.com/crystal-ball-how-ipos-and-dealmaking-will-shake-out-in-2026-492348.html,Crystal Ball: How IPOs and dealmaking will shake out in 2026,06 Jan 2026,NA,NA,hallaback.com,United States,English,Antler,Stock News,Passing Mention,NA
https://www.blj.co.id/index.php/2026/01/06/antler-perkuat-mesin-investasi-global-startup-ai/,Antler Perkuat Mesin Investasi Global Startup AI,06 Jan 2026,NA,NA,blj.co.id,Indonesia,Indonesian,Antler,General News,Feature Story,NA
https://fortune.com/2026/01/06/crystal-ball-how-ipos-and-dealmaking-will-shake-out-in-2026/,Crystal Ball: How IPOs and dealmaking will shake out in 2026,06 Jan 2026,29813590,168903,fortune.com,United States,English,Antler,Stock News,Passing Mention,NA
https://www.redshiftdaily.com/story/i10x-nets-us1m-to-unify-the-worlds-leading-ai-models/r110631658,i10X nets US$1M to unify the world's leading AI models,06 Jan 2026,NA,NA,redshiftdaily.com,United States,English,Antler,General News,Passing Mention,NA
https://www.entrepreneur.com/en-in/news-and-trends/why-vcs-and-lenders-signal-shift-to-selective-capital-and/501631,Why VCs and Lenders Signal Shift to Selective Capital and Better Design in 2026,06 Jan 2026,2264921,21410,entrepreneur.com,India,English,Antler,Stock News,Feature Story,NA
https://www.mt.co.kr/future/2026/01/06/2026010614031425682,"프리미엄 아동복 중고거래 '활발'…뭉클, 작년 판매 5.4배↑",06 Jan 2026,NA,NA,mt.co.kr,Korea South,Korean,Antler,General News,Passing Mention,NA
https://n.news.naver.com/mnews/hotissue/article/008/0005301168,"프리미엄 아동복 중고거래 '활발'…뭉클, 작년 판매 5.4배↑",06 Jan 2026,NA,NA,n.news.naver.com,Korea South,Korean,Antler,General News,Passing Mention,NA
https://www.unicornfactory.co.kr/article/2026010614031425682,"프리미엄 아동복 중고거래 '활발'…뭉클, 작년 판매 5.4배↑",06 Jan 2026,NA,NA,unicornfactory.co.kr,Korea South,Korean,Antler,General News,Passing Mention,NA
https://www.analyticsinsight.net/tech-news/top-news-today-intel-panther-lake-chips-antler-510-million-funding-more,"Top News Today: Intel Panther Lake Chips, Antler $510 Million Funding & More",06 Jan 2026,1121074,5328,analyticsinsight.net,India,English,Antler,Stock News,Feature Story,Sankha Ghosh
https://news.nestia.com/detail/Iterative%2C-Antler-back-%241m-pre-seed-of-SG-based-AI-startup-i10x/13937351,"Iterative, Antler back $1m pre-seed of SG-based AI startup i10x",06 Jan 2026,44265,873,news.nestia.com,Singapore,Chinese,Antler,General News,Feature Story,NA
https://www.asiabusinessoutlook.com/news/singapore-ai-startup-i10x-raises-1m-preseed-funding-nwid-11000.html,Singapore AI Startup i10X Raises $1M Pre-Seed Funding,06 Jan 2026,13431,97,asiabusinessoutlook.com,India,English,Antler,General News,Passing Mention,NA
https://beamstart.com/news/iterative-antler-back-1m-pre-17676660462280,Singapore AI Startup i10x Secures $1M Pre-Seed Funding from Iterative and Antler to Revolutionize Industry,06 Jan 2026,32109,206,beamstart.com,Singapore,English,Antler,General News,Feature Story,NA
https://www.techinasia.com/news/iterative-antler-back-1m-pre-seed-of-sg-based-ai-startup-i10x,"Iterative, Antler back $1m pre-seed of SG-based AI startup i10x",06 Jan 2026,505500,11157,techinasia.com,Singapore,English,Antler,General News,Feature Story,NA
https://article.wn.com/view/2026/01/06/venture_firm_antler_made_over_400_investments_last_year_x201/,Venture Firm Antler Made Over 400 Investments Last Year—and Just Reloaded With $160 Million,06 Jan 2026,23862,205,article.wn.com,United States,English,Antler,General News,Feature Story,NA
https://beamstart.com/news/antlers-2026-ai-push-skips-17676612684962,Antler's 2026 AI Strategy: Bold Shift Away from Agents and Robotics to Core Innovation,06 Jan 2026,32109,206,beamstart.com,Singapore,English,Antler,General News,Feature Story,NA
https://www.techinasia.com/antlers-2026-ai-push-skips-agents-robotics?ref=featured-subex-main,Antler's 2026 AI push skips agents for robotics,06 Jan 2026,505500,11157,techinasia.com,Singapore,English,Antler,General News,Feature Story,Glenn Kaonang
https://economictimes.indiatimes.com/tech/artificial-intelligence/year-2026-retool-reset-or-melt/articleshow/126359558.cms,"Year 2026 retool, reset or melt?",06 Jan 2026,9971739,1188488,economictimes.indiatimes.com,India,English,Antler,Stock News,Passing Mention,Himanshi Lohchab
https://techstartups.com/2026/01/05/top-startup-and-tech-funding-news-january-5-2025/,"Top Startup and Tech Funding News – January 5, 2025",06 Jan 2026,63094,20,techstartups.com,United States,English,Antler,Stock News,Passing Mention,NA
